,Species,Color,Processing Method,Country of Origin,Region,Producer,Harvest Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Category Two Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
994,Arabica,None,Washed / Wet,Mexico,san fernando,MEDINA PEDRERO PRODUCTOS AGRÍCOLAS SA DE CV,2012,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08,0.13,5,0,16,m,1650,1650,1650
995,Arabica,Green,Washed / Wet,Mexico,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",2012,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,81.08,0.12,0,0,2,m,1300,1300,1300
996,Arabica,Green,Washed / Wet,Mexico,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,2012,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,0,0,5,m,1642,1642,1642
997,Arabica,Green,Washed / Wet,Mexico,talpa de allende,BALBINO RAMIREZ FLORES,2012,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08,0.1,0,0,1,m,1200,1200,1200
998,Arabica,Blue-Green,Washed / Wet,United States (Hawaii),,,2012,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08,0.06,0,0,0,ft,NA,NA,NA
999,Arabica,Green,Pulped natural / honey,Brazil,grama valley,GABRIEL CARVALHO DIAS,,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81,0.11,0,6,9,m,NA,NA,NA
1000,Arabica,Green,Washed / Wet,El Salvador,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",2017,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,81,0,0,2,6,m,1450,1450,1450
1001,Arabica,Bluish-Green,Pulped natural / honey,Brazil,grama valley,GABRIEL DE CARVALHO DIAS,2016,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2,3,m,NA,NA,NA
1002,Arabica,Green,Washed / Wet,Guatemala,norte,CHAPULTEPEC,2016,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81,0.09,0,0,8,m,3280,3280,3280
1003,Arabica,Green,Washed / Wet,Colombia,guayata,,2016,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81,0,0,4,4,m,1600,1600,1600
1004,Arabica,Green,Washed / Wet,Guatemala,oriente,AMILCAR LAPOLA,2015,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81,0.11,0,0,1,ft,1219.2,1219.2,1219.2
1005,Arabica,Bluish-Green,Washed / Wet,Taiwan,"dongshan dist., tainan city 臺南市東山區",HU KUEI CHING 胡桂青,2015,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81,0.12,0,0,0,m,758,758,758
1006,Arabica,Green,Natural / Dry,Honduras,san marcos,NELSON MELGAR & REGINO MELGAL,2014,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81,0.12,0,0,1,m,1350,1350,1350
1007,Arabica,Green,Natural / Dry,Brazil,cerrado,,2014,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81,0.12,0,0,0,m,NA,NA,NA
1008,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",arusha,Mlimani Ngarashi,2014,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,0,0,5,m,1525,1525,1525
1009,Arabica,Green,Natural / Dry,Uganda,eastern,Kyagalanyi coffee Ltd,2013,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81,0.12,0,0,3,m,1700,1700,1700
1010,Arabica,Green,Semi-washed / Semi-pulped,Taiwan,nantou,Zhou hong xiu 周紅秀,2013,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81,0.11,0,0,0,m,1100,1100,1100
1011,Arabica,Green,Washed / Wet,Thailand,thailand,Doi Tung Development Project,2012,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81,0,0,0,3,m,800,800,800
1012,Arabica,Green,Washed / Wet,Mexico,"motozintla, chiapas",MARTHA PALACIOS,2012,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81,0.12,0,0,12,m,950,950,950
1013,Arabica,Green,Washed / Wet,Mexico,adolfo lopez mateos,COOP,2012,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81,0,0,0,8,m,1100,1100,1100
1014,Arabica,Blue-Green,Washed / Wet,Taiwan,taiwan,蕭閔家,2017,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92,0,0,0,0,m,200,200,200
1015,Arabica,Green,Washed / Wet,Guatemala,oriente,"AGRICOLA EL PILAR, S.A.",2017,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0,2,m,1901,1901,1901
1016,Arabica,Green,Washed / Wet,Kenya,kiambu,thiririka/Thima,2017,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92,0.11,0,0,3,m,1600,1600,1600
1017,Arabica,Green,Washed / Wet,Mexico,veracruz,Jose Oscar Garza Sardaneta,2017,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92,0.11,0,0,11,m,1100,1100,1100
1018,Arabica,,Other,Myanmar,pyinoolwin,Min Hlaing,2015,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92,0,0,0,5,ft,1066.8,1066.8,1066.8
1019,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2014,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92,0.1,2,0,5,ft,NA,NA,NA
1020,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of","manyara, karatu",Karatu Estate,2014,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,0,0,0,m,1700,1700,1700
1021,Arabica,Green,Natural / Dry,Brazil,mantiqueira de minas,NAZARETH DIAS PEREIRA,2014,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92,0.12,0,0,8,m,1200,1200,1200
1022,Arabica,Green,Washed / Wet,Taiwan,台中新社,張文進,2014,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,80.92,0.09,0,0,0,m,550,550,550
1023,Arabica,None,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2014,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92,0.1,0,0,0,m,1100,1100,1100
1024,Arabica,Green,Washed / Wet,Nicaragua,matagalpa,,2013,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92,0.1,1,0,3,m,700,1400,1050
1025,Arabica,Green,Washed / Wet,Guatemala,jalapa,ROBERTO MONTERROSO,2014,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,80.92,0.12,2,0,5,ft,1524,1524,1524
1026,Arabica,,Washed / Wet,Taiwan,taichung taiping 台中市太平區,Lu bi yun呂碧云,2013,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,0,m,900,900,900
1027,Arabica,Green,Other,Taiwan,nantou,Ding jin cai 丁金財,2013,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92,0.11,0,0,0,m,688,688,688
1028,Arabica,Green,Washed / Wet,Taiwan,new taipei zhonghe 新北市中和區,Lu xing hui 呂星輝,2013,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,0,0,0,m,300,300,300
1029,Arabica,Green,Washed / Wet,Mexico,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,2012,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,0,0,12,m,1186,1186,1186
1030,Arabica,,,Thailand,,Doi Tung Development Project,,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,0,0,0,0,m,NA,NA,NA
1031,Arabica,Green,Washed / Wet,Laos,"paksong,laos","Paksong,Laos",2016,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,0,0,0,m,1300,1300,1300
1032,Arabica,Green,Washed / Wet,Guatemala,orient,several,2013,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,0,0,1,m,1200,1200,1200
1033,Arabica,Green,Semi-washed / Semi-pulped,Mexico,motozintla,DOMINGO MUGUIRA REVUELTA,2012,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,0,0,7,m,1210,1210,1210
1034,Arabica,Green,Washed / Wet,Mexico,oaxaca,JUAN JOSE CASAS BLANCO,2012,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,0,0,3,m,1100,1100,1100
1035,Arabica,Green,Washed / Wet,Mexico,veracruz,MOISES GUILLERMO CARRERA MONTES,2012,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,0,0,1,m,100,100,100
1036,Arabica,Blue-Green,Washed / Wet,United States (Hawaii),kona,,2012,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,0.1,2,0,0,ft,NA,NA,NA
1037,Arabica,,,Colombia,huila,Exportadora de Café Cóndor S.A,2010,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,0.01,0,0,1,m,1800,1800,1800
1038,Arabica,Green,Natural / Dry,Brazil,monte carmelo,DIOGO TUDELA NETO,2015,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,0,0,1,m,NA,NA,NA
1039,Arabica,Green,Washed / Wet,Myanmar,ywar ngan,U Soe,2015,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,0,0,2,m,3825,3825,3825
1040,Arabica,Green,Washed / Wet,Guatemala,huehuetenango,OTTONIEL VILLATORO LOPEZ,2015,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,0,0,1,ft,1658.112,1755.648,1706.88
1041,Arabica,Green,Washed / Wet,Nicaragua,jinotega,ROLANDO LACAYO,2015,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,0,0,5,m,110000,110000,110000
1042,Arabica,Green,Natural / Dry,Honduras,"siguatepeque, comayagua",La Gran Manzana,2015,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,0,0,2,m,1450,1450,1450
1043,Arabica,Green,Other,Panama,boquete,Lamastus,2014,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,1,0,4,m,1680,1680,1680
1044,Arabica,Green,Washed / Wet,Honduras,marcala,Jose Omar Acosta,2015,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,0,0,2,m,1350,1350,1350
1045,Arabica,Green,Natural / Dry,Honduras,central region,Reinerio Zepeda,2015,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,0,0,1,m,1450,1450,1450
1046,Arabica,Green,Washed / Wet,Costa Rica,san ramon,SEVERAL,2014,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11,0,0,0,m,1300,1300,1300
1047,Arabica,Green,Washed / Wet,Mexico,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",2012,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,0,0,2,m,1200,1200,1200
1048,Arabica,Green,Washed / Wet,Haiti,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,2012,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,0,0,0,m,1000,1000,1000
1049,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2011,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,0.13,0,0,6,ft,NA,NA,NA
1050,Arabica,Green,Other,Taiwan,taiwan,唐權盛,2016,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0,0,0,1,m,NA,NA,NA
1051,Arabica,Blue-Green,Semi-washed / Semi-pulped,Indonesia,sumatra brastagi,Surbakti,2015,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,0,0,1,m,1200,1500,1350
1052,Arabica,Green,Washed / Wet,Guatemala,antigua,FINCA MEDINA,2015,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,0,0,0,m,1500,1500,1500
1053,Arabica,Blue-Green,Washed / Wet,Costa Rica,tarrazu,Martin Gutierrez,2015,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11,0,0,4,m,185,185,185
1054,Arabica,Bluish-Green,Washed / Wet,Malawi,southern- zomba,R.W.J. Wallace Ltd,2014,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,0,0,1,m,990,1000,995
1055,Arabica,Green,Washed / Wet,Mexico,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,2014,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,0,0,4,m,1200,1200,1200
1056,Arabica,,Natural / Dry,Colombia,santander,,2014,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,0,0,0,1,m,1550,1550,1550
1057,Arabica,Green,Washed / Wet,Guatemala,"san lucas toliman, solola","PACHUJ, S.A",2013,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,0,0,5,m,1550,1550,1550
1058,Arabica,Green,Washed / Wet,Guatemala,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,2012,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,0.11,0,0,2,m,NA,NA,NA
1059,Arabica,Green,Washed / Wet,Guatemala,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,2012,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,0.11,0,0,3,m,NA,NA,NA
1060,Arabica,,,Colombia,,,,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,0.18,0,0,2,m,NA,NA,NA
1061,Arabica,Green,,Brazil,monte carmelo,MAX KEND TAKIUTI E OUTROS,2016,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11,0,0,7,m,NA,NA,NA
1062,Arabica,Green,,Nicaragua,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,2016,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,0.11,0,1,0,m,NA,NA,NA
1063,Arabica,Bluish-Green,Washed / Wet,"Tanzania, United Republic Of",arusha,Burka Coffee Estates,2014,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,0,0,1,m,1400,1400,1400
1064,Arabica,Green,Semi-washed / Semi-pulped,Brazil,south of minas,Ipanema Agrícola SA,2014,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0,0,0,3,m,1200,1200,1200
1065,Arabica,Green,Washed / Wet,Honduras,occidental,BSR,2014,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,0,0,5,m,1400,1400,1400
1066,Arabica,Green,Natural / Dry,Guatemala,huehuetenango,BYRON ALONZO SOLIS,2014,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,0,0,5,ft,1383.792,1383.792,1383.792
1067,Arabica,,,United States (Hawaii),,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,0,0,0,ft,NA,NA,NA
1068,Arabica,,,Colombia,,,,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,0,0,0,2,m,NA,NA,NA
1069,Arabica,Blue-Green,Natural / Dry,Taiwan,taiwan,王秋金,2017,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0,0,0,0,m,50,50,50
1070,Arabica,Green,Washed / Wet,Guatemala,santa rosa,EDWIN MUÑOZ,2017,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,0,0,4,m,1500,1500,1500
1071,Arabica,Green,Washed / Wet,Honduras,ocotepeque,Jorge Alfredo Pinto,2017,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,0,0,5,m,1650,1650,1650
1072,Arabica,Green,,Mauritius,chamarel (south west),Case Noyale Ltd,2016,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12,0,0,0,m,280,280,280
1073,Arabica,Green,Semi-washed / Semi-pulped,Brazil,vale da grama,Lindolpho de Carvalho Dias,2015,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,0,3,m,1250,1250,1250
1074,Arabica,Green,Washed / Wet,Myanmar,pyin oo lwin,Shwe Yin Mar,2015,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,0,0,2,m,3800,3800,3800
1075,Arabica,Green,Washed / Wet,Guatemala,oriente,VARIOS,2014,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,0,0,3,ft,1219.2,1219.2,1219.2
1076,Arabica,None,Semi-washed / Semi-pulped,Brazil,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,2013,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,0,0,10,m,1250,1250,1250
1077,Arabica,Green,Natural / Dry,United States (Hawaii),kona,,2013,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11,1,0,0,ft,NA,NA,NA
1078,Arabica,Green,Washed / Wet,Guatemala,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,2013,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1,0,1,ft,1859.28,1859.28,1859.28
1079,Arabica,None,Washed / Wet,Mexico,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,2012,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,0,0,1,m,1450,1450,1450
1080,Arabica,Green,,Honduras,marcala,Jose Omar Acosta,2016,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,0,0,0,m,1450,1450,1450
1081,Arabica,Green,Washed / Wet,Taiwan,南投國姓,曾林春英,2014,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14,0,0,0,m,600,600,600
1082,Arabica,Green,Washed / Wet,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2013,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,0,0,1,m,1450,1450,1450
1083,Arabica,Green,Washed / Wet,China,yunnan,Alicia's Farm,2013,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,0,0,14,m,1700,1700,1700
1084,Arabica,Green,Washed / Wet,Taiwan,nantou,Huang san lang 黃三郎        ,2013,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,0.11,0,0,0,m,600,600,600
1085,Arabica,Green,Washed / Wet,Mexico,pochutla,CARLOS ALBERTO GOMEZ,2012,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,2,0,4,m,1050,1050,1050
1086,Arabica,Green,Washed / Wet,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,2012,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,4,0,16,m,1550,1550,1550
1087,Arabica,Green,,Burundi,mumirwa,SOGESTAL MUMIRWA,2016,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,0,0,0,m,1700,1700,1700
1088,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",mkuu rombo,Delfina Leon Shine,2015,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,0,5,m,1700,1700,1700
1089,Arabica,Bluish-Green,Washed / Wet,"Tanzania, United Republic Of",arusha,Kongoni Estate,2014,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,0,5,m,NA,NA,NA
1090,Arabica,Green,Other,Taiwan,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,2013,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,0,0,0,m,600,600,600
1091,Arabica,Green,Washed / Wet,Guatemala,oriente,AGRIPEC DE LA VEGA Y CIA.,2013,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1,0,4,ft,1310.64,1310.64,1310.64
1092,Arabica,Green,Semi-washed / Semi-pulped,Mexico,chilón,ARMANDO GUTIERREZ GUZMAN,2012,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,0,21,m,940,940,940
1093,Arabica,Green,Washed / Wet,United States (Hawaii),kona,,2012,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,5,0,7,ft,NA,NA,NA
1094,Arabica,,,Ethiopia,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,2010,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1,0,0,1,m,NA,NA,NA
1095,Arabica,Green,Natural / Dry,Brazil,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,2017,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,0,1,1,m,995,995,995
1096,Arabica,Green,Natural / Dry,Honduras,comayagua,Yamilet Lope,2016,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,0,4,m,1400,1400,1400
1097,Arabica,Green,Washed / Wet,Mexico,sierra madre occidental,Balbino Ramirez Flores,2016,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,0,2,m,1600,1600,1600
1098,Arabica,Green,Natural / Dry,Myanmar,"yauk sauk, shan state","Waylead Co, Ltd",2015,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,0,26,ft,914.4,914.4,914.4
1099,Arabica,Green,Natural / Dry,Myanmar,ywar ngan,U Htun Htun,2014,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,0,0,1,m,4287,4287,4287
1100,Arabica,Green,Washed / Wet,Nicaragua,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,2015,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,0,0,2,m,900,900,900
1101,Arabica,Green,Natural / Dry,United States (Hawaii),kona,,2014,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,13,ft,NA,NA,NA
1102,Arabica,Green,Washed / Wet,Colombia,,,2012,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,0,m,NA,NA,NA
1103,Arabica,Green,Semi-washed / Semi-pulped,Taiwan,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,2013,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,0,0,0,m,700,700,700
1104,Arabica,Green,Washed / Wet,Guatemala,oriente,UNEX,2012,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,0,12,m,1400,1400,1400
1105,Arabica,None,Washed / Wet,Mexico,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",2012,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,2,0,8,m,808,808,808
1106,Arabica,,Other,Vietnam,dala,"Yeh, Li Chuan",2017,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,0,2,m,1550,1550,1550
1107,Arabica,,Washed / Wet,Nicaragua,jinotega,Sheldom La rue,2015,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,0,2,m,1100,1275,1187.5
1108,Arabica,Green,Washed / Wet,Honduras,marcala,Jose Omar Acosta,2015,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,0,m,1400,1400,1400
1109,Arabica,Green,Washed / Wet,Guatemala,oriente,ROBERTO MONTERROSO,2013,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,0,2,ft,1310.64,1310.64,1310.64
1110,Arabica,Green,Washed / Wet,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,2012,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,0,0,2,m,1250,1250,1250
1111,Arabica,Green,Washed / Wet,Mexico,zaragoza itundujia,CIRILO JOSE JOSE,2012,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,0,2,m,1550,1550,1550
1112,Arabica,Green,Washed / Wet,Mexico,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,2012,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,0,0,12,m,1000,1000,1000
1113,Arabica,Green,Washed / Wet,Guatemala,oriente,AGROPECUARIA QUIAGRAL,2012,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,0,0,5,ft,1310.64,1310.64,1310.64
1114,Arabica,,,United States (Hawaii),kona,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0,1,ft,NA,NA,NA
1115,Arabica,Green,Pulped natural / honey,Brazil,mantiqueira de minas,,2017,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,0,0,5,m,1100,1100,1100
1116,Arabica,Green,Washed / Wet,Taiwan,苗栗泰安,簡義榮,2014,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,0,0,0,m,850,850,850
1117,Arabica,Green,Natural / Dry,Nicaragua,,,2013,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,0,0,4,m,NA,NA,NA
1118,Arabica,Green,Other,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,2013,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11,0,0,0,m,200,200,200
1119,Arabica,Green,Washed / Wet,Taiwan,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,2013,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11,0,0,0,m,150,150,150
1120,Arabica,Green,Semi-washed / Semi-pulped,Taiwan,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,2013,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11,0,0,0,m,250,250,250
1121,Arabica,None,Washed / Wet,Mexico,zaragoza itundujia,ALBERTA TEODORO ANALCO,2012,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,0,0,0,m,1300,1300,1300
1122,Arabica,Green,Washed / Wet,Mexico,escuitla,FEDERICO PACHECO PEREZ,2012,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1,0,17,m,1300,1300,1300
1123,Arabica,Green,Washed / Wet,Nicaragua,jinotega,RONALDO LACAYO CARDENAL,2017,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,0,0,5,m,1250,1250,1250
1124,Arabica,Green,Washed / Wet,Myanmar,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,2015,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,0,0,4,m,3845,3845,3845
